location,lat,lon,date_time,path_image,cbh,hcc,lcc,mcc,tcc
albentosa,40.102506,-0.769744,2023-03-24 13:02:01,..\..\resources\images_ibericam\albentosa-20230324-130201.jpg,"[       nan        nan        nan        nan        nan        nan
        nan 123.921036  77.443375  52.966736 132.73833   77.01117 ]",0.997406,0.0,0.9116516,0.99832153
albentosa,40.102506,-0.769744,2023-03-24 13:03:01,..\..\resources\images_ibericam\albentosa-20230324-130301.jpg,"[       nan        nan        nan        nan        nan        nan
        nan 123.921036  77.443375  52.966736 132.73833   77.01117 ]",0.997406,0.0,0.9116516,0.99832153
albentosa,40.102506,-0.769744,2023-03-24 13:04:01,..\..\resources\images_ibericam\albentosa-20230324-130401.jpg,"[       nan        nan        nan        nan        nan        nan
        nan 123.921036  77.443375  52.966736 132.73833   77.01117 ]",0.997406,0.0,0.9116516,0.99832153
albentosa,40.102506,-0.769744,2023-03-24 13:05:01,..\..\resources\images_ibericam\albentosa-20230324-130501.jpg,"[       nan        nan        nan        nan        nan        nan
        nan 123.921036  77.443375  52.966736 132.73833   77.01117 ]",0.997406,0.0,0.9116516,0.99832153
albentosa,40.102506,-0.769744,2023-03-25 13:01:02,..\..\resources\images_ibericam\albentosa-20230325-130102.jpg,"[      nan       nan       nan       nan       nan 8547.95   8136.985
 7700.828  7682.8926 7825.216        nan       nan]",0.47686768,0.0021972656,0.0,0.47836304
albentosa,40.102506,-0.769744,2023-03-25 13:02:01,..\..\resources\images_ibericam\albentosa-20230325-130201.jpg,"[      nan       nan       nan       nan       nan 8547.95   8136.985
 7700.828  7682.8926 7825.216        nan       nan]",0.47686768,0.0021972656,0.0,0.47836304
albentosa,40.102506,-0.769744,2023-03-25 13:03:01,..\..\resources\images_ibericam\albentosa-20230325-130301.jpg,"[      nan       nan       nan       nan       nan 8547.95   8136.985
 7700.828  7682.8926 7825.216        nan       nan]",0.47686768,0.0021972656,0.0,0.47836304
albentosa,40.102506,-0.769744,2023-03-25 13:04:01,..\..\resources\images_ibericam\albentosa-20230325-130401.jpg,"[      nan       nan       nan       nan       nan 8547.95   8136.985
 7700.828  7682.8926 7825.216        nan       nan]",0.47686768,0.0021972656,0.0,0.47836304
albentosa,40.102506,-0.769744,2023-03-25 13:05:01,..\..\resources\images_ibericam\albentosa-20230325-130501.jpg,"[      nan       nan       nan       nan       nan 8547.95   8136.985
 7700.828  7682.8926 7825.216        nan       nan]",0.47686768,0.0021972656,0.0,0.47836304
albentosa,40.102506,-0.769744,2023-03-26 13:01:01,..\..\resources\images_ibericam\albentosa-20230326-130101.jpg,[nan nan nan nan nan nan nan nan nan nan nan nan],0.02822876,0.0,0.0,0.02822876
albentosa,40.102506,-0.769744,2023-03-26 13:02:01,..\..\resources\images_ibericam\albentosa-20230326-130201.jpg,[nan nan nan nan nan nan nan nan nan nan nan nan],0.02822876,0.0,0.0,0.02822876
albentosa,40.102506,-0.769744,2023-03-26 13:03:01,..\..\resources\images_ibericam\albentosa-20230326-130301.jpg,[nan nan nan nan nan nan nan nan nan nan nan nan],0.02822876,0.0,0.0,0.02822876
albentosa,40.102506,-0.769744,2023-03-26 13:04:01,..\..\resources\images_ibericam\albentosa-20230326-130401.jpg,[nan nan nan nan nan nan nan nan nan nan nan nan],0.02822876,0.0,0.0,0.02822876
albentosa,40.102506,-0.769744,2023-03-26 13:05:01,..\..\resources\images_ibericam\albentosa-20230326-130501.jpg,[nan nan nan nan nan nan nan nan nan nan nan nan],0.02822876,0.0,0.0,0.02822876
albentosa,40.102506,-0.769744,2023-03-27 13:01:01,..\..\resources\images_ibericam\albentosa-20230327-130101.jpg,[nan nan nan nan nan nan nan nan nan nan nan nan],0.0,0.0,0.0,0.0
albentosa,40.102506,-0.769744,2023-03-27 13:02:02,..\..\resources\images_ibericam\albentosa-20230327-130202.jpg,[nan nan nan nan nan nan nan nan nan nan nan nan],0.0,0.0,0.0,0.0
albentosa,40.102506,-0.769744,2023-03-27 13:03:01,..\..\resources\images_ibericam\albentosa-20230327-130301.jpg,[nan nan nan nan nan nan nan nan nan nan nan nan],0.0,0.0,0.0,0.0
albentosa,40.102506,-0.769744,2023-03-27 13:04:01,..\..\resources\images_ibericam\albentosa-20230327-130401.jpg,[nan nan nan nan nan nan nan nan nan nan nan nan],0.0,0.0,0.0,0.0
albentosa,40.102506,-0.769744,2023-03-27 13:05:01,..\..\resources\images_ibericam\albentosa-20230327-130501.jpg,[nan nan nan nan nan nan nan nan nan nan nan nan],0.0,0.0,0.0,0.0
albentosa,40.102506,-0.769744,2023-03-28 13:01:01,..\..\resources\images_ibericam\albentosa-20230328-130101.jpg,"[      nan       nan 8199.203  8199.57   8197.646  7926.2573 7402.315
 7331.766  7084.3984 6706.7656 6240.175        nan]",0.0,0.0,0.0,0.0
albentosa,40.102506,-0.769744,2023-03-28 13:02:01,..\..\resources\images_ibericam\albentosa-20230328-130201.jpg,"[      nan       nan 8199.203  8199.57   8197.646  7926.2573 7402.315
 7331.766  7084.3984 6706.7656 6240.175        nan]",0.0,0.0,0.0,0.0
albentosa,40.102506,-0.769744,2023-03-28 13:03:01,..\..\resources\images_ibericam\albentosa-20230328-130301.jpg,"[      nan       nan 8199.203  8199.57   8197.646  7926.2573 7402.315
 7331.766  7084.3984 6706.7656 6240.175        nan]",0.0,0.0,0.0,0.0
albentosa,40.102506,-0.769744,2023-03-28 13:04:01,..\..\resources\images_ibericam\albentosa-20230328-130401.jpg,"[      nan       nan 8199.203  8199.57   8197.646  7926.2573 7402.315
 7331.766  7084.3984 6706.7656 6240.175        nan]",0.0,0.0,0.0,0.0
albentosa,40.102506,-0.769744,2023-03-28 13:05:01,..\..\resources\images_ibericam\albentosa-20230328-130501.jpg,"[      nan       nan 8199.203  8199.57   8197.646  7926.2573 7402.315
 7331.766  7084.3984 6706.7656 6240.175        nan]",0.0,0.0,0.0,0.0
albentosa,40.102506,-0.769744,2023-03-29 13:01:01,..\..\resources\images_ibericam\albentosa-20230329-130101.jpg,"[      nan 9995.164  9314.763  8379.813  8562.42         nan 8835.443
 8220.939  8169.7354 7915.2383 6425.269  5652.83  ]",0.09164429,0.0,0.0,0.09164429
albentosa,40.102506,-0.769744,2023-03-29 13:02:01,..\..\resources\images_ibericam\albentosa-20230329-130201.jpg,"[      nan 9995.164  9314.763  8379.813  8562.42         nan 8835.443
 8220.939  8169.7354 7915.2383 6425.269  5652.83  ]",0.09164429,0.0,0.0,0.09164429
albentosa,40.102506,-0.769744,2023-03-29 13:03:01,..\..\resources\images_ibericam\albentosa-20230329-130301.jpg,"[      nan 9995.164  9314.763  8379.813  8562.42         nan 8835.443
 8220.939  8169.7354 7915.2383 6425.269  5652.83  ]",0.09164429,0.0,0.0,0.09164429
albentosa,40.102506,-0.769744,2023-03-29 13:04:01,..\..\resources\images_ibericam\albentosa-20230329-130401.jpg,"[      nan 9995.164  9314.763  8379.813  8562.42         nan 8835.443
 8220.939  8169.7354 7915.2383 6425.269  5652.83  ]",0.09164429,0.0,0.0,0.09164429
albentosa,40.102506,-0.769744,2023-03-29 13:05:01,..\..\resources\images_ibericam\albentosa-20230329-130501.jpg,"[      nan 9995.164  9314.763  8379.813  8562.42         nan 8835.443
 8220.939  8169.7354 7915.2383 6425.269  5652.83  ]",0.09164429,0.0,0.0,0.09164429
albentosa,40.102506,-0.769744,2023-03-30 13:01:01,..\..\resources\images_ibericam\albentosa-20230330-130101.jpg,"[6521.8545 5929.466  6057.902  6861.759  7213.042  5985.8774 5780.6357
 5379.6167 5177.029  5576.242  7030.439  8980.64  ]",0.89105225,0.0,0.023834229,0.89178467
albentosa,40.102506,-0.769744,2023-03-30 13:02:01,..\..\resources\images_ibericam\albentosa-20230330-130201.jpg,"[6521.8545 5929.466  6057.902  6861.759  7213.042  5985.8774 5780.6357
 5379.6167 5177.029  5576.242  7030.439  8980.64  ]",0.89105225,0.0,0.023834229,0.89178467
albentosa,40.102506,-0.769744,2023-03-30 13:03:01,..\..\resources\images_ibericam\albentosa-20230330-130301.jpg,"[6521.8545 5929.466  6057.902  6861.759  7213.042  5985.8774 5780.6357
 5379.6167 5177.029  5576.242  7030.439  8980.64  ]",0.89105225,0.0,0.023834229,0.89178467
albentosa,40.102506,-0.769744,2023-03-30 13:04:01,..\..\resources\images_ibericam\albentosa-20230330-130401.jpg,"[6521.8545 5929.466  6057.902  6861.759  7213.042  5985.8774 5780.6357
 5379.6167 5177.029  5576.242  7030.439  8980.64  ]",0.89105225,0.0,0.023834229,0.89178467
albentosa,40.102506,-0.769744,2023-03-30 13:05:01,..\..\resources\images_ibericam\albentosa-20230330-130501.jpg,"[6521.8545 5929.466  6057.902  6861.759  7213.042  5985.8774 5780.6357
 5379.6167 5177.029  5576.242  7030.439  8980.64  ]",0.89105225,0.0,0.023834229,0.89178467
albentosa,40.102506,-0.769744,2023-03-31 13:01:01,..\..\resources\images_ibericam\albentosa-20230331-130101.jpg,"[6234.213  6747.4956 6526.7354 6475.9556 6994.4326 1749.5399 1964.2446
 1330.1962 1588.8585 1840.6077 1364.8741 1138.3766]",0.92276,0.0,0.0,0.92276
albentosa,40.102506,-0.769744,2023-03-31 13:02:01,..\..\resources\images_ibericam\albentosa-20230331-130201.jpg,"[6234.213  6747.4956 6526.7354 6475.9556 6994.4326 1749.5399 1964.2446
 1330.1962 1588.8585 1840.6077 1364.8741 1138.3766]",0.92276,0.0,0.0,0.92276
albentosa,40.102506,-0.769744,2023-03-31 13:03:01,..\..\resources\images_ibericam\albentosa-20230331-130301.jpg,"[6234.213  6747.4956 6526.7354 6475.9556 6994.4326 1749.5399 1964.2446
 1330.1962 1588.8585 1840.6077 1364.8741 1138.3766]",0.92276,0.0,0.0,0.92276
albentosa,40.102506,-0.769744,2023-03-31 13:04:01,..\..\resources\images_ibericam\albentosa-20230331-130401.jpg,"[6234.213  6747.4956 6526.7354 6475.9556 6994.4326 1749.5399 1964.2446
 1330.1962 1588.8585 1840.6077 1364.8741 1138.3766]",0.92276,0.0,0.0,0.92276
albentosa,40.102506,-0.769744,2023-03-31 13:05:01,..\..\resources\images_ibericam\albentosa-20230331-130501.jpg,"[6234.213  6747.4956 6526.7354 6475.9556 6994.4326 1749.5399 1964.2446
 1330.1962 1588.8585 1840.6077 1364.8741 1138.3766]",0.92276,0.0,0.0,0.92276
albentosa,40.102506,-0.769744,2023-04-01 13:01:01,..\..\resources\images_ibericam\albentosa-20230401-130101.jpg,"[1510.1953   498.71497  220.22777  427.64087  101.87329  130.09538
  660.0542         nan        nan  193.88675  101.68103   75.70215]",0.0,0.0,0.28131104,0.28131104
albentosa,40.102506,-0.769744,2023-04-01 13:02:01,..\..\resources\images_ibericam\albentosa-20230401-130201.jpg,"[1510.1953   498.71497  220.22777  427.64087  101.87329  130.09538
  660.0542         nan        nan  193.88675  101.68103   75.70215]",0.0,0.0,0.28131104,0.28131104
albentosa,40.102506,-0.769744,2023-04-01 13:03:01,..\..\resources\images_ibericam\albentosa-20230401-130301.jpg,"[1510.1953   498.71497  220.22777  427.64087  101.87329  130.09538
  660.0542         nan        nan  193.88675  101.68103   75.70215]",0.0,0.0,0.28131104,0.28131104
albentosa,40.102506,-0.769744,2023-04-01 13:04:01,..\..\resources\images_ibericam\albentosa-20230401-130401.jpg,"[1510.1953   498.71497  220.22777  427.64087  101.87329  130.09538
  660.0542         nan        nan  193.88675  101.68103   75.70215]",0.0,0.0,0.28131104,0.28131104
albentosa,40.102506,-0.769744,2023-04-01 13:05:01,..\..\resources\images_ibericam\albentosa-20230401-130501.jpg,"[1510.1953   498.71497  220.22777  427.64087  101.87329  130.09538
  660.0542         nan        nan  193.88675  101.68103   75.70215]",0.0,0.0,0.28131104,0.28131104
albentosa,40.102506,-0.769744,2023-04-02 13:01:01,..\..\resources\images_ibericam\albentosa-20230402-130101.jpg,[nan nan nan nan nan nan nan nan nan nan nan nan],0.0,0.29995728,0.18331909,0.31661987
albentosa,40.102506,-0.769744,2023-04-02 13:02:01,..\..\resources\images_ibericam\albentosa-20230402-130201.jpg,[nan nan nan nan nan nan nan nan nan nan nan nan],0.0,0.29995728,0.18331909,0.31661987
albentosa,40.102506,-0.769744,2023-04-02 13:03:01,..\..\resources\images_ibericam\albentosa-20230402-130301.jpg,[nan nan nan nan nan nan nan nan nan nan nan nan],0.0,0.29995728,0.18331909,0.31661987
albentosa,40.102506,-0.769744,2023-04-02 13:04:01,..\..\resources\images_ibericam\albentosa-20230402-130401.jpg,[nan nan nan nan nan nan nan nan nan nan nan nan],0.0,0.29995728,0.18331909,0.31661987
albentosa,40.102506,-0.769744,2023-04-02 13:05:01,..\..\resources\images_ibericam\albentosa-20230402-130501.jpg,[nan nan nan nan nan nan nan nan nan nan nan nan],0.0,0.29995728,0.18331909,0.31661987
albentosa,40.102506,-0.769744,2023-04-03 13:01:01,..\..\resources\images_ibericam\albentosa-20230403-130101.jpg,"[8139.7817 7664.2686 7481.721  7697.502  7713.4707 7947.961  8185.2817
       nan       nan       nan       nan       nan]",0.0,0.0,0.0,0.0
albentosa,40.102506,-0.769744,2023-04-03 13:02:01,..\..\resources\images_ibericam\albentosa-20230403-130201.jpg,"[8139.7817 7664.2686 7481.721  7697.502  7713.4707 7947.961  8185.2817
       nan       nan       nan       nan       nan]",0.0,0.0,0.0,0.0
albentosa,40.102506,-0.769744,2023-04-03 13:03:01,..\..\resources\images_ibericam\albentosa-20230403-130301.jpg,"[8139.7817 7664.2686 7481.721  7697.502  7713.4707 7947.961  8185.2817
       nan       nan       nan       nan       nan]",0.0,0.0,0.0,0.0
albentosa,40.102506,-0.769744,2023-04-03 13:04:01,..\..\resources\images_ibericam\albentosa-20230403-130401.jpg,"[8139.7817 7664.2686 7481.721  7697.502  7713.4707 7947.961  8185.2817
       nan       nan       nan       nan       nan]",0.0,0.0,0.0,0.0
albentosa,40.102506,-0.769744,2023-04-03 13:05:01,..\..\resources\images_ibericam\albentosa-20230403-130501.jpg,"[8139.7817 7664.2686 7481.721  7697.502  7713.4707 7947.961  8185.2817
       nan       nan       nan       nan       nan]",0.0,0.0,0.0,0.0
albentosa,40.102506,-0.769744,2023-04-04 13:01:01,..\..\resources\images_ibericam\albentosa-20230404-130101.jpg,[nan nan nan nan nan nan nan nan nan nan nan nan],0.0,0.0,0.04336548,0.04336548
albentosa,40.102506,-0.769744,2023-04-04 13:02:01,..\..\resources\images_ibericam\albentosa-20230404-130201.jpg,[nan nan nan nan nan nan nan nan nan nan nan nan],0.0,0.0,0.04336548,0.04336548
albentosa,40.102506,-0.769744,2023-04-04 13:03:01,..\..\resources\images_ibericam\albentosa-20230404-130301.jpg,[nan nan nan nan nan nan nan nan nan nan nan nan],0.0,0.0,0.04336548,0.04336548
albentosa,40.102506,-0.769744,2023-04-04 13:04:01,..\..\resources\images_ibericam\albentosa-20230404-130401.jpg,[nan nan nan nan nan nan nan nan nan nan nan nan],0.0,0.0,0.04336548,0.04336548
albentosa,40.102506,-0.769744,2023-04-04 13:05:01,..\..\resources\images_ibericam\albentosa-20230404-130501.jpg,[nan nan nan nan nan nan nan nan nan nan nan nan],0.0,0.0,0.04336548,0.04336548
albentosa,40.102506,-0.769744,2023-04-05 13:01:01,..\..\resources\images_ibericam\albentosa-20230405-130101.jpg,"[      nan       nan 7517.914  7299.607  6749.878  6407.1196       nan
       nan       nan       nan       nan       nan]",0.0,0.0,0.0,0.0
albentosa,40.102506,-0.769744,2023-04-05 13:02:01,..\..\resources\images_ibericam\albentosa-20230405-130201.jpg,"[      nan       nan 7517.914  7299.607  6749.878  6407.1196       nan
       nan       nan       nan       nan       nan]",0.0,0.0,0.0,0.0
albentosa,40.102506,-0.769744,2023-04-05 13:03:01,..\..\resources\images_ibericam\albentosa-20230405-130301.jpg,"[      nan       nan 7517.914  7299.607  6749.878  6407.1196       nan
       nan       nan       nan       nan       nan]",0.0,0.0,0.0,0.0
albentosa,40.102506,-0.769744,2023-04-05 13:04:01,..\..\resources\images_ibericam\albentosa-20230405-130401.jpg,"[      nan       nan 7517.914  7299.607  6749.878  6407.1196       nan
       nan       nan       nan       nan       nan]",0.0,0.0,0.0,0.0
albentosa,40.102506,-0.769744,2023-04-05 13:05:01,..\..\resources\images_ibericam\albentosa-20230405-130501.jpg,"[      nan       nan 7517.914  7299.607  6749.878  6407.1196       nan
       nan       nan       nan       nan       nan]",0.0,0.0,0.0,0.0
albentosa,40.102506,-0.769744,2023-04-06 13:01:01,..\..\resources\images_ibericam\albentosa-20230406-130101.jpg,[nan nan nan nan nan nan nan nan nan nan nan nan],0.13745117,0.0,0.7182312,0.7669983
albentosa,40.102506,-0.769744,2023-04-06 13:02:01,..\..\resources\images_ibericam\albentosa-20230406-130201.jpg,[nan nan nan nan nan nan nan nan nan nan nan nan],0.13745117,0.0,0.7182312,0.7669983
albentosa,40.102506,-0.769744,2023-04-06 13:03:01,..\..\resources\images_ibericam\albentosa-20230406-130301.jpg,[nan nan nan nan nan nan nan nan nan nan nan nan],0.13745117,0.0,0.7182312,0.7669983
albentosa,40.102506,-0.769744,2023-04-06 13:04:01,..\..\resources\images_ibericam\albentosa-20230406-130401.jpg,[nan nan nan nan nan nan nan nan nan nan nan nan],0.13745117,0.0,0.7182312,0.7669983
albentosa,40.102506,-0.769744,2023-04-06 13:05:01,..\..\resources\images_ibericam\albentosa-20230406-130501.jpg,[nan nan nan nan nan nan nan nan nan nan nan nan],0.13745117,0.0,0.7182312,0.7669983
albentosa,40.102506,-0.769744,2023-04-07 13:01:01,..\..\resources\images_ibericam\albentosa-20230407-130101.jpg,"[      nan       nan       nan       nan       nan       nan 8140.923
 7556.4097 7288.6484 7476.382        nan       nan]",0.0,0.0,0.0,0.0
albentosa,40.102506,-0.769744,2023-04-07 13:02:01,..\..\resources\images_ibericam\albentosa-20230407-130201.jpg,"[      nan       nan       nan       nan       nan       nan 8140.923
 7556.4097 7288.6484 7476.382        nan       nan]",0.0,0.0,0.0,0.0
albentosa,40.102506,-0.769744,2023-04-07 13:03:01,..\..\resources\images_ibericam\albentosa-20230407-130301.jpg,"[      nan       nan       nan       nan       nan       nan 8140.923
 7556.4097 7288.6484 7476.382        nan       nan]",0.0,0.0,0.0,0.0
albentosa,40.102506,-0.769744,2023-04-07 13:04:01,..\..\resources\images_ibericam\albentosa-20230407-130401.jpg,"[      nan       nan       nan       nan       nan       nan 8140.923
 7556.4097 7288.6484 7476.382        nan       nan]",0.0,0.0,0.0,0.0
albentosa,40.102506,-0.769744,2023-04-07 13:05:01,..\..\resources\images_ibericam\albentosa-20230407-130501.jpg,"[      nan       nan       nan       nan       nan       nan 8140.923
 7556.4097 7288.6484 7476.382        nan       nan]",0.0,0.0,0.0,0.0
albentosa,40.102506,-0.769744,2023-04-08 13:01:01,..\..\resources\images_ibericam\albentosa-20230408-130101.jpg,"[ 136.39526    99.32626    81.2551     55.186646  100.64722    97.61572
   55.746307   30.40364    30.173935   30.102829   30.111298 6266.3936  ]",0.0,0.0,0.15371704,0.15371704
albentosa,40.102506,-0.769744,2023-04-08 13:02:01,..\..\resources\images_ibericam\albentosa-20230408-130201.jpg,"[ 136.39526    99.32626    81.2551     55.186646  100.64722    97.61572
   55.746307   30.40364    30.173935   30.102829   30.111298 6266.3936  ]",0.0,0.0,0.15371704,0.15371704
albentosa,40.102506,-0.769744,2023-04-08 13:03:01,..\..\resources\images_ibericam\albentosa-20230408-130301.jpg,"[ 136.39526    99.32626    81.2551     55.186646  100.64722    97.61572
   55.746307   30.40364    30.173935   30.102829   30.111298 6266.3936  ]",0.0,0.0,0.15371704,0.15371704
albentosa,40.102506,-0.769744,2023-04-08 13:04:01,..\..\resources\images_ibericam\albentosa-20230408-130401.jpg,"[ 136.39526    99.32626    81.2551     55.186646  100.64722    97.61572
   55.746307   30.40364    30.173935   30.102829   30.111298 6266.3936  ]",0.0,0.0,0.15371704,0.15371704
albentosa,40.102506,-0.769744,2023-04-08 13:05:01,..\..\resources\images_ibericam\albentosa-20230408-130501.jpg,"[ 136.39526    99.32626    81.2551     55.186646  100.64722    97.61572
   55.746307   30.40364    30.173935   30.102829   30.111298 6266.3936  ]",0.0,0.0,0.15371704,0.15371704
albentosa,40.102506,-0.769744,2023-04-09 13:01:01,..\..\resources\images_ibericam\albentosa-20230409-130101.jpg,"[6463.054  7062.176  6922.0586 6756.3013 6452.8115 5748.054  5477.606
 5205.835  4936.562  4892.228  4640.9927       nan]",0.044647217,0.0,0.33480835,0.3357544
albentosa,40.102506,-0.769744,2023-04-09 13:02:01,..\..\resources\images_ibericam\albentosa-20230409-130201.jpg,"[6463.054  7062.176  6922.0586 6756.3013 6452.8115 5748.054  5477.606
 5205.835  4936.562  4892.228  4640.9927       nan]",0.044647217,0.0,0.33480835,0.3357544
albentosa,40.102506,-0.769744,2023-04-09 13:03:01,..\..\resources\images_ibericam\albentosa-20230409-130301.jpg,"[6463.054  7062.176  6922.0586 6756.3013 6452.8115 5748.054  5477.606
 5205.835  4936.562  4892.228  4640.9927       nan]",0.044647217,0.0,0.33480835,0.3357544
albentosa,40.102506,-0.769744,2023-04-09 13:04:02,..\..\resources\images_ibericam\albentosa-20230409-130402.jpg,"[6463.054  7062.176  6922.0586 6756.3013 6452.8115 5748.054  5477.606
 5205.835  4936.562  4892.228  4640.9927       nan]",0.044647217,0.0,0.33480835,0.3357544
albentosa,40.102506,-0.769744,2023-04-09 13:05:01,..\..\resources\images_ibericam\albentosa-20230409-130501.jpg,"[6463.054  7062.176  6922.0586 6756.3013 6452.8115 5748.054  5477.606
 5205.835  4936.562  4892.228  4640.9927       nan]",0.044647217,0.0,0.33480835,0.3357544
albentosa,40.102506,-0.769744,2023-04-10 13:01:01,..\..\resources\images_ibericam\albentosa-20230410-130101.jpg,"[9166.359 9035.379 8743.329 8994.255 9602.997 9592.028 9601.324 9745.591
 9309.118 9297.132 8841.844      nan]",0.6461487,0.0,0.8243408,0.89779663
albentosa,40.102506,-0.769744,2023-04-10 13:02:01,..\..\resources\images_ibericam\albentosa-20230410-130201.jpg,"[9166.359 9035.379 8743.329 8994.255 9602.997 9592.028 9601.324 9745.591
 9309.118 9297.132 8841.844      nan]",0.6461487,0.0,0.8243408,0.89779663
albentosa,40.102506,-0.769744,2023-04-10 13:03:01,..\..\resources\images_ibericam\albentosa-20230410-130301.jpg,"[9166.359 9035.379 8743.329 8994.255 9602.997 9592.028 9601.324 9745.591
 9309.118 9297.132 8841.844      nan]",0.6461487,0.0,0.8243408,0.89779663
albentosa,40.102506,-0.769744,2023-04-10 13:04:01,..\..\resources\images_ibericam\albentosa-20230410-130401.jpg,"[9166.359 9035.379 8743.329 8994.255 9602.997 9592.028 9601.324 9745.591
 9309.118 9297.132 8841.844      nan]",0.6461487,0.0,0.8243408,0.89779663
albentosa,40.102506,-0.769744,2023-04-10 13:05:01,..\..\resources\images_ibericam\albentosa-20230410-130501.jpg,"[9166.359 9035.379 8743.329 8994.255 9602.997 9592.028 9601.324 9745.591
 9309.118 9297.132 8841.844      nan]",0.6461487,0.0,0.8243408,0.89779663
albentosa,40.102506,-0.769744,2023-04-11 13:01:01,..\..\resources\images_ibericam\albentosa-20230411-130101.jpg,[nan nan nan nan nan nan nan nan nan nan nan nan],0.0,0.0,0.0,0.0
albentosa,40.102506,-0.769744,2023-04-11 13:02:01,..\..\resources\images_ibericam\albentosa-20230411-130201.jpg,[nan nan nan nan nan nan nan nan nan nan nan nan],0.0,0.0,0.0,0.0
